dataset,model,defence,attack,protocol,epsilon,mean_robust_pr_auc,std_robust_pr_auc,mean_robust_roc_auc,std_robust_roc_auc,mean_flipped_count,std_flipped_count,mean_feasible_flipped_count,std_feasible_flipped_count,mean_fsr,std_fsr,mean_aggregate_feasibility,std_aggregate_feasibility,mean_robust_accuracy,std_robust_accuracy,n_seeds
Sparkov,MLP,none,CAPGD,A_unconstrained,0.01,0.14752606295833645,0.01620751606626235,0.8206044196940631,0.007304565095618727,75.66666666666667,4.04145188432738,0.0,0.0,0.0,0.0,0.7950046786151299,0.11771135670191683,0.9597639098826748,0.014427206394409723,3
Sparkov,MLP,none,CAPGD,A_unconstrained,0.05,0.0033608984192437332,0.0008427922337573981,0.032642201845705265,0.04458328470360558,158.33333333333334,10.598742063723094,0.0,0.0,0.0,0.0,8.99733678831066e-06,1.5583844450162648e-05,0.933563665155114,0.023918855925105533,3
Sparkov,MLP,none,CAPGD,A_unconstrained,0.1,0.005355343951549434,2.782732065669141e-05,0.0039731162347418,0.004732027679425931,163.66666666666666,5.5075705472861065,0.0,0.0,0.0,0.0,8.99733678831066e-06,1.5583844450162648e-05,0.8841682861872885,0.037613386620547425,3
Sparkov,MLP,none,CAPGD,A_unconstrained,0.15,0.0053714100626214,0.0,0.022479126525369233,0.015479101570283597,164.0,5.291502622129181,0.0,0.0,0.0,0.0,0.0,0.0,0.8148168142229899,0.043177011835994934,3
Sparkov,MLP,none,CAPGD,A_unconstrained,0.2,0.0053714100626214,0.0,0.11033316146073609,0.06537620717655414,164.0,5.291502622129181,0.0,0.0,0.0,0.0,0.0,0.0,0.7523483049017491,0.04599973147999174,3
Sparkov,MLP,none,CAPGD,B_posthoc_filter,0.01,0.6172292933547127,0.03243347281164378,0.9577463879594087,0.008309297906530412,0.0,0.0,0.0,0.0,,,0.8064582883466493,0.05396743384062218,0.9628050097171238,0.014768330121394587,3
Sparkov,MLP,none,CAPGD,B_posthoc_filter,0.05,0.6255679431078153,0.03315017857166004,0.9599435934228028,0.008055113560853706,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9664579284531779,0.01329132014814898,3
Sparkov,MLP,none,CAPGD,B_posthoc_filter,0.1,0.6255679431078153,0.03315017857166004,0.9599435934228028,0.008055113560853706,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9664579284531779,0.01329132014814898,3
Sparkov,MLP,none,CAPGD,B_posthoc_filter,0.15,0.6255698721059003,0.03315285897990432,0.9599436843366335,0.008055252552134674,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9664579284531779,0.01329132014814898,3
Sparkov,MLP,none,CAPGD,B_posthoc_filter,0.2,0.6255698721059003,0.03315285897990432,0.9599436843366335,0.008055252552134674,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9664579284531779,0.01329132014814898,3
Sparkov,MLP,none,CAPGD,C1_projection,0.01,0.6106288468933271,0.03271496939592987,0.9571400608931747,0.008099895912161053,1.3333333333333333,1.1547005383792517,1.3333333333333333,1.1547005383792517,1.0,0.0,1.0,0.0,0.9641276182250054,0.013968802184242967,3
Sparkov,MLP,none,CAPGD,C1_projection,0.05,0.5408290190762742,0.03492473997001038,0.9444223296550961,0.008196942260669882,8.0,1.0,8.0,1.0,1.0,0.0,1.0,0.0,0.952907939249982,0.017111664395454845,3
Sparkov,MLP,none,CAPGD,C1_projection,0.1,0.440328503864513,0.03954138128730822,0.9245362474125356,0.007712724222565165,17.0,3.605551275463989,17.0,3.605551275463989,1.0,0.0,1.0,0.0,0.9337166198805154,0.02267162306694427,3
Sparkov,MLP,none,CAPGD,C1_projection,0.15,0.3253120821846078,0.05124939313496225,0.8993513661825913,0.006535467657852038,24.0,5.291502622129181,24.0,5.291502622129181,1.0,0.0,1.0,0.0,0.9085420715468221,0.029168515243417032,3
Sparkov,MLP,none,CAPGD,C1_projection,0.2,0.21302807869105866,0.059661684618420835,0.8695315614864102,0.004931295916607819,30.666666666666668,9.073771725877467,30.666666666666668,9.073771725877467,1.0,0.0,1.0,0.0,0.8796966098034981,0.0336055515482218,3
Sparkov,MLP,none,CAPGD,C2_mask_projection,0.01,0.6157040005106622,0.03227787035892149,0.9578982140568874,0.008102985530734328,1.3333333333333333,1.1547005383792517,1.3333333333333333,1.1547005383792517,1.0,0.0,1.0,0.0,0.9647664291369754,0.013856666911782813,3
Sparkov,MLP,none,CAPGD,C2_mask_projection,0.05,0.5670564859367343,0.031013888031031674,0.9488629248079433,0.008226729284601077,5.666666666666667,1.1547005383792515,5.666666666666667,1.1547005383792515,1.0,0.0,1.0,0.0,0.956614842006766,0.015437314151256869,3
Sparkov,MLP,none,CAPGD,C2_mask_projection,0.1,0.5006025714668897,0.03340989470507782,0.9353978364235626,0.007967634415190302,13.0,2.6457513110645907,13.0,2.6457513110645907,1.0,0.0,1.0,0.0,0.9436496796948104,0.017505506648908924,3
Sparkov,MLP,none,CAPGD,C2_mask_projection,0.15,0.4200164987150426,0.045834837741469944,0.9188213130930053,0.007282196129282814,19.666666666666668,3.214550253664318,19.666666666666668,3.214550253664318,1.0,0.0,1.0,0.0,0.9265457424602318,0.020132499584113082,3
Sparkov,MLP,none,CAPGD,C2_mask_projection,0.2,0.3255656563441925,0.07161320625978022,0.8994648039150043,0.006921168557560063,26.0,7.937253933193772,26.0,7.937253933193772,1.0,0.0,1.0,0.0,0.9071834736917873,0.02172537153926271,3
Sparkov,MLP,none,Square,A_unconstrained,0.1,0.0032872031724127337,6.074094036956852e-05,0.2083775913226021,0.032626647790025866,163.0,3.605551275463989,0.0,0.0,0.0,0.0,0.43950190743539913,0.015977362647582413,0.9126628517958683,0.03091430585079647,3
Sparkov,MLP,none,Square,B_posthoc_filter,0.1,0.6248964431019287,0.03336055989536609,0.9596972623981807,0.00814654768601475,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9636957460591665,0.012752832273258005,3
Sparkov,XGBoost,none,Square,A_unconstrained,0.1,0.1089614917939112,0.009499376505334453,0.8926343341627856,0.015733581061957186,102.66666666666667,14.224392195567914,2.0,2.0,0.018372940574079066,0.01702424867468173,0.19499028287626854,0.04334026843634015,0.9888702943928597,0.0007754430801992217,3
Sparkov,XGBoost,none,Square,B_posthoc_filter,0.1,0.6784919310721388,0.06294633409935968,0.9875182128813714,0.004448951923383922,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.9962751025696394,0.00044598120389386487,3
