run_id,dataset,seed,epsilon,model,defence,protocol,constraint_name,clean_pass_rate,adversarial_pass_rate,is_binding
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__C2_mask_projection,IEEE-CIS,456,0.2,MLP,none,C2_mask_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__C2_mask_projection,IEEE-CIS,456,0.2,MLP,none,C2_mask_projection,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__C2_mask_projection,IEEE-CIS,456,0.2,MLP,none,C2_mask_projection,i_d_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__C2_mask_projection,IEEE-CIS,456,0.2,MLP,none,C2_mask_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__C2_mask_projection,IEEE-CIS,456,0.2,MLP,none,C2_mask_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__B_posthoc_filter,IEEE-CIS,456,0.2,MLP,none,B_posthoc_filter,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__B_posthoc_filter,IEEE-CIS,456,0.2,MLP,none,B_posthoc_filter,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__B_posthoc_filter,IEEE-CIS,456,0.2,MLP,none,B_posthoc_filter,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__B_posthoc_filter,IEEE-CIS,456,0.2,MLP,none,B_posthoc_filter,i_d_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__B_posthoc_filter,IEEE-CIS,456,0.2,MLP,none,B_posthoc_filter,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__none__s456__e0.2__B_posthoc_filter,IEEE-CIS,456,0.2,MLP,none,B_posthoc_filter,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,adversarial_training,A_unconstrained,i_product_ohe,1.0,0.010414020828041656,True
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,adversarial_training,A_unconstrained,i_card4_ohe,1.0,0.0328507323681314,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,adversarial_training,A_unconstrained,i_card6_ohe,1.0,0.08788417576835153,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,adversarial_training,A_unconstrained,i_d_nonneg,1.0,0.19930573194479723,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,adversarial_training,A_unconstrained,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,adversarial_training,A_unconstrained,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C1_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C1_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C1_projection,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C1_projection,i_d_nonneg,1.0,0.1994750656167979,True
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C1_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C1_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C2_mask_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C2_mask_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C2_mask_projection,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C2_mask_projection,i_d_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C2_mask_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,adversarial_training,C2_mask_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,adversarial_training,B_posthoc_filter,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,adversarial_training,B_posthoc_filter,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,adversarial_training,B_posthoc_filter,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,adversarial_training,B_posthoc_filter,i_d_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,adversarial_training,B_posthoc_filter,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,adversarial_training,B_posthoc_filter,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,adversarial_training,A_unconstrained,i_product_ohe,1.0,0.007027347388028109,True
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,adversarial_training,A_unconstrained,i_card4_ohe,1.0,0.013546693760054187,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,adversarial_training,A_unconstrained,i_card6_ohe,0.9999153331639996,0.04402675472017611,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,adversarial_training,A_unconstrained,i_d_nonneg,0.9999153331639996,0.8540343747354161,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,adversarial_training,A_unconstrained,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,adversarial_training,A_unconstrained,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C1_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C1_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C1_projection,i_card6_ohe,0.9999153331639996,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C1_projection,i_d_nonneg,0.9999153331639996,0.8557277114554229,True
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C1_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C1_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C2_mask_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C2_mask_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C2_mask_projection,i_card6_ohe,0.9999153331639996,0.9999153331639996,True
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C2_mask_projection,i_d_nonneg,0.9999153331639996,0.9999153331639996,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C2_mask_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,adversarial_training,C2_mask_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,adversarial_training,B_posthoc_filter,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,adversarial_training,B_posthoc_filter,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,adversarial_training,B_posthoc_filter,i_card6_ohe,0.9999153331639996,0.9999153331639996,True
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,adversarial_training,B_posthoc_filter,i_d_nonneg,0.9999153331639996,0.9999153331639996,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,adversarial_training,B_posthoc_filter,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,adversarial_training,B_posthoc_filter,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,adversarial_training,A_unconstrained,i_product_ohe,1.0,0.013462026924053848,True
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,adversarial_training,A_unconstrained,i_card4_ohe,1.0,0.044196088392176786,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,adversarial_training,A_unconstrained,i_card6_ohe,1.0,0.08788417576835153,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,adversarial_training,A_unconstrained,i_d_nonneg,1.0,0.24231648463296926,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,adversarial_training,A_unconstrained,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,adversarial_training,A_unconstrained,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C1_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C1_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C1_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C1_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C1_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C1_projection,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C1_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C1_projection,i_d_nonneg,1.0,0.23986114638895945,True
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C1_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C1_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C1_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C1_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C2_mask_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C2_mask_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C2_mask_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C2_mask_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C2_mask_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C2_mask_projection,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C2_mask_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C2_mask_projection,i_d_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C2_mask_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C2_mask_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__C2_mask_projection,IEEE-CIS,456,0.1,MLP,adversarial_training,C2_mask_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__B_posthoc_filter,IEEE-CIS,456,0.1,MLP,adversarial_training,B_posthoc_filter,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__B_posthoc_filter,IEEE-CIS,456,0.1,MLP,adversarial_training,B_posthoc_filter,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__B_posthoc_filter,IEEE-CIS,456,0.1,MLP,adversarial_training,B_posthoc_filter,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__B_posthoc_filter,IEEE-CIS,456,0.1,MLP,adversarial_training,B_posthoc_filter,i_d_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__B_posthoc_filter,IEEE-CIS,456,0.1,MLP,adversarial_training,B_posthoc_filter,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__adversarial_training__s456__e0.1__B_posthoc_filter,IEEE-CIS,456,0.1,MLP,adversarial_training,B_posthoc_filter,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,input_validation,A_unconstrained,i_product_ohe,1.0,0.021166709000084667,True
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,input_validation,A_unconstrained,i_card4_ohe,1.0,0.022521378376090084,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,input_validation,A_unconstrained,i_card6_ohe,1.0,0.1765303530607061,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,input_validation,A_unconstrained,i_d_nonneg,1.0,0.3622893912454492,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,input_validation,A_unconstrained,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__A_unconstrained,IEEE-CIS,42,0.1,MLP,input_validation,A_unconstrained,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,input_validation,C1_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,input_validation,C1_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,input_validation,C1_projection,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,input_validation,C1_projection,i_d_nonneg,1.0,0.3682160697654729,True
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,input_validation,C1_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C1_projection,IEEE-CIS,42,0.1,MLP,input_validation,C1_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,input_validation,C2_mask_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,input_validation,C2_mask_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,input_validation,C2_mask_projection,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,input_validation,C2_mask_projection,i_d_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,input_validation,C2_mask_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__C2_mask_projection,IEEE-CIS,42,0.1,MLP,input_validation,C2_mask_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,input_validation,B_posthoc_filter,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,input_validation,B_posthoc_filter,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,input_validation,B_posthoc_filter,i_card6_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,input_validation,B_posthoc_filter,i_d_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,input_validation,B_posthoc_filter,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s42__e0.1__B_posthoc_filter,IEEE-CIS,42,0.1,MLP,input_validation,B_posthoc_filter,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,input_validation,A_unconstrained,i_product_ohe,1.0,0.01634069934806536,True
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,input_validation,A_unconstrained,i_card4_ohe,1.0,0.02040470747608162,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,input_validation,A_unconstrained,i_card6_ohe,0.9999153331639996,0.22123444246888493,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,input_validation,A_unconstrained,i_d_nonneg,0.9999153331639996,0.8703750740834815,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,input_validation,A_unconstrained,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__A_unconstrained,IEEE-CIS,123,0.1,MLP,input_validation,A_unconstrained,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,input_validation,C1_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,input_validation,C1_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,input_validation,C1_projection,i_card6_ohe,0.9999153331639996,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,input_validation,C1_projection,i_d_nonneg,0.9999153331639996,0.8658877317754635,True
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,input_validation,C1_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C1_projection,IEEE-CIS,123,0.1,MLP,input_validation,C1_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,input_validation,C2_mask_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,input_validation,C2_mask_projection,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,input_validation,C2_mask_projection,i_card6_ohe,0.9999153331639996,0.9999153331639996,True
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,input_validation,C2_mask_projection,i_d_nonneg,0.9999153331639996,0.9999153331639996,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,input_validation,C2_mask_projection,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__C2_mask_projection,IEEE-CIS,123,0.1,MLP,input_validation,C2_mask_projection,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,input_validation,B_posthoc_filter,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,input_validation,B_posthoc_filter,i_card4_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,input_validation,B_posthoc_filter,i_card6_ohe,0.9999153331639996,0.9999153331639996,True
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,input_validation,B_posthoc_filter,i_d_nonneg,0.9999153331639996,0.9999153331639996,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,input_validation,B_posthoc_filter,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s123__e0.1__B_posthoc_filter,IEEE-CIS,123,0.1,MLP,input_validation,B_posthoc_filter,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,input_validation,A_unconstrained,i_product_ohe,1.0,0.025569384472102278,True
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,input_validation,A_unconstrained,i_card4_ohe,1.0,0.07552281771230208,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,input_validation,A_unconstrained,i_card6_ohe,1.0,0.21352976039285412,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,input_validation,A_unconstrained,i_d_nonneg,1.0,0.12733892134450936,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,input_validation,A_unconstrained,i_c_nonneg,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s456__e0.1__A_unconstrained,IEEE-CIS,456,0.1,MLP,input_validation,A_unconstrained,i_amt_positive,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s456__e0.1__C1_projection,IEEE-CIS,456,0.1,MLP,input_validation,C1_projection,i_product_ohe,1.0,1.0,False
nb1_capgd_grid__IEEE-CIS__MLP__input_validation__s456__e0.1__C1_projection,IEEE-CIS,456,0.1,MLP,input_validation,C1_projection,i_card4_ohe,1.0,1.0,False
